,smiles,xyz_file
35962,CN(C)CCCCC=O,molecule_207695
35963,CCCCCCN=C=O,molecule_6208
35964,CCC[C@H](C)O,molecule_50451
35965,C/C=C\CCCC,molecule_277180
35966,CCC(CC)CN,molecule_11783
35967,CC1=CC(=O)O[C@@H]1C,molecule_60836
35968,NCc1ccc(O)cc1O,molecule_285270
35969,OCc1ccncn1,molecule_98210
35970,CCCC(CCC)CCO,molecule_255871
35971,COC1(CCN)CCC1,molecule_239928
35972,CC/C(C(C)=O)=C(\C)N,molecule_180883
35973,CCCc1ccccn1,molecule_11980
35974,CN1CCC=C(CC#N)C1,molecule_194068
35975,C[C@H](CCO)C(N)=O,molecule_251638
35976,O=C(O)C(=O)/C=C/C=C/O,molecule_283790
35977,CCC1(C)CCCC1,molecule_248370
35978,c1ncn2cc3c(cc12)O3,molecule_143071
35979,C=CC1(C=O)CCCCC1,molecule_137640
35980,CC[C@H](C)C[C@H](C)C(=O)O,molecule_252239
35981,CCOCCC(C)C,molecule_12863
35982,CC[C@H](O)[C@H](N)C(=O)O,molecule_244524
35983,CN(C=O)N=O,molecule_49754
35984,CC(C)CN1CC(O)C1,molecule_253383
35985,COC(OC)c1cnco1,molecule_224949
35986,N#CCCNO,molecule_285424
35987,O=C(O)Cc1no[nH]c1=O,molecule_244897
35988,C=C=CC(CC=C)CC=C,molecule_254712
35989,CCN1CCN(N)C1=O,molecule_242319
35990,CC(C)[C@@H]1CCC(=O)C1,molecule_247312
35991,N[C@H](O)CCCO,molecule_209511
35992,O=C(O)/C=C/C1CC1,molecule_48585
35993,CCCCN(C#N)C#N,molecule_101851
35994,C[C@@H]1CCOC(C)(C)CC1,molecule_255138
35995,Nn1nnc2cnccc21,molecule_249672
35996,CN(C)CCC/C(N)=N/O,molecule_286206
35997,C/C=C(\C)C(=O)NC,molecule_243979
35998,CN[C@H](C)C1CC1,molecule_223721
35999,C=C(CO)CCCO,molecule_193277
36000,Nn1cc2c(n1)CCCC2,molecule_256272
36001,CC[C@]1(O)CC(=O)NC1=O,molecule_253992
36002,CCOCC(N)=O,molecule_116044
36003,C[C@H](O)C(=O)c1ccco1,molecule_249212
36004,CNC(=O)CC(=O)CO,molecule_174320
36005,CN(C)CC(O)O,molecule_151121
36006,C[C@H](C=O)OC=O,molecule_174703
36007,CC=C(C)C,molecule_8884
36008,CC(=O)C[C@](C)(O)C(C)C,molecule_255647
36009,Cc1c[nH]c(=O)cc1C=O,molecule_231302
36010,CCO/C=C/CCCO,molecule_209275
36011,CC(N)N,molecule_40961
36012,C1C[C@@H]2C[C@H](C1)N2,molecule_6473
36013,CCCC(=O)C=C(C)C,molecule_82210
36014,CCCCCCCC(O)O,molecule_89489
36015,C1CCCC2(CCC1)CO2,molecule_242789
36016,CN1C(C)(C)CCC1(C)C,molecule_52901
36017,CCCCCNCC(N)=O,molecule_161175
36018,CN(C)C1CCC(N)CC1,molecule_57623
36019,CCN(N=O)C(N)=O,molecule_14594
36020,CC[C@@H]1CCC[C@]1(C)O,molecule_219973
36021,CCC1(CO)CCCC1,molecule_217637
36022,C[C@]1(CO)CCCN1,molecule_225251
36023,CC(=O)NC1CCCCC1,molecule_243968
36024,OC[C@]1(O)CCNC1,molecule_235954
36025,C1=NCO1,molecule_243024
36026,CCOC(=O)[C@H](C)C(N)=O,molecule_252278
36027,CC(C)CCNN(C)C,molecule_148781
36028,C/C=C/C/C=C/CCO,molecule_255738
36029,COCN1CCN(O)C1=O,molecule_286064
36030,CCn1onc(C#N)c1=O,molecule_196053
36031,CCCc1cnccc1N,molecule_211415
36032,Cc1ccc(NN)nc1,molecule_43679
36033,CC(C)N[C@H](C#N)C(C)C,molecule_256285
36034,COC(=O)/C=C1/CCCN1,molecule_102820
36035,N#CCC(=O)NC(N)=O,molecule_22090
36036,COCC#CC1(CO)CC1,molecule_225330
36037,Cc1cnn2nnnc2n1,molecule_254124
36038,CN[C@@H](C)[C@H]1CCNC1=O,molecule_196966
36039,C[C@@H]1CC[C@H](C)C(=O)O1,molecule_245179
36040,C1CCN2CCCO[C@@H]2C1,molecule_53622
36041,C/C=C/[C@H](O)CO,molecule_53826
36042,C=CCC1(O)CCC1,molecule_212607
36043,CC[C@H](NC(=O)OC)OC,molecule_253656
36044,C=C1C[C@@H]1CC(C)=O,molecule_210178
36045,C=CN(C=O)CC,molecule_247471
36046,c1coc(C2CC2)c1,molecule_106800
36047,O=C1N=CN=C2NN=C[C@H]12,molecule_243066
36048,CN(C)CC[C@@H](O)CO,molecule_158622
36049,CC(C)c1cccc(N)n1,molecule_257408
36050,C=CCNc1ncc[nH]1,molecule_213656
36051,COC(=O)C(=O)OCCO,molecule_219960
36052,CNC[C@@H]1CCC=CO1,molecule_248145
36053,NNc1ncccc1O,molecule_286175
36054,CC1(C)C[C@H](O)[C@H](O)C1,molecule_243485
36055,Cc1coc(=O)c(C)c1,molecule_255175
36056,CO[C@@H]1CN(C)CCO1,molecule_192985
36057,CC(=O)CCC=C(C)C,molecule_242698
36058,CN(C)c1c(N(C)C)c1=O,molecule_113280
36059,CC(C)(N)c1ncco1,molecule_230521
36060,CCCCC(=O)CN,molecule_80777
36061,COc1cc(OC)n(C)n1,molecule_197372
36062,COC(=O)CCNCC#N,molecule_210668
36063,OC[C@@H]1OCC[C@@H]1O,molecule_173845
36064,C/C=C1/CCCCC1=O,molecule_20383
36065,C[C@@H]1CCCCC1(C)C,molecule_246937
36066,CN1C=CCC1=O,molecule_81969
36067,CCC(=O)c1ncc[nH]1,molecule_246529
36068,C#CCCO[C@H](C)OCC,molecule_74854
36069,COc1ccn(C)c1,molecule_173755
36070,OCCCCNC1CC1,molecule_232550
36071,CCc1ccncc1N,molecule_179532
36072,C[C@H](N)CC=O,molecule_179595
36073,CCNC1(C#N)CCCC1,molecule_83464
36074,C[C@H](O)[C@H](N)C(C)(C)O,molecule_188085
36075,C=CCCCCCCN,molecule_164799
36076,CC(=O)N(C)CCCN,molecule_166035
36077,CC(=O)c1cc(C)on1,molecule_249743
36078,C=C[C@H](OC)[C@H](C)O,molecule_180662
36079,CCc1ccc(C)c(N)n1,molecule_192680
36080,O=C1CC(=O)NC=N1,molecule_87615
36081,CC(C)C1=C[C@@H](C)CCC1,molecule_247731
36082,CC1OCC(O)CO1,molecule_245157
36083,CC1(C)CC(=O)N1N,molecule_253172
36084,NC1CCC1,molecule_29136
36085,CO[C@@H]1OC=CC[C@@H]1C,molecule_244555
36086,C=C[C@](C)(CC)OC,molecule_191109
36087,COC(=O)[C@H](N)C#N,molecule_117258
36088,CC1=CCC(C)(C)CCC1,molecule_245781
36089,Cc1c(N)ccnc1C=O,molecule_233714
36090,CC(C)=CC1(O)CC1,molecule_285492
36091,C=CCn1nc(N)nc1N,molecule_137573
36092,CCCCOC(=O)C1CC1,molecule_122837
36093,CC/C(N)=N\C(C)(C)C,molecule_244068
36094,CN(C)/C=C/C#N,molecule_28415
36095,Cc1cc2nccn2cn1,molecule_210319
36096,CC(=O)N1CC(O)C1,molecule_242647
36097,CC(=O)OC(C)=C=C(C)C,molecule_135382
36098,C1=NC=NC2(CCC2)O1,molecule_246747
36099,CN(C)CCCNCCO,molecule_46424
36100,C/C=C/C(C)(C)C(C)C,molecule_253526
36101,C1=C[C@@H]2CC[C@H]12,molecule_32469
36102,CCCCn1cnnc1,molecule_69677
36103,CC(C)COC(C)C,molecule_162559
36104,C=C(C)C[C@H](O)C(C)=O,molecule_210305
36105,C=C=C=COCC,molecule_250151
36106,CCC(=N)N,molecule_35548
36107,CCO[C@H](CC)CC(=O)O,molecule_175540
36108,OC[C@@H]1C=CCC[C@@H]1CO,molecule_257021
36109,CCCCCC(C)(C)CC,molecule_38498
36110,COC(C)(C)CC(C)C,molecule_169777
36111,C=COC(=O)OC=C,molecule_247176
36112,CC(=O)[C@@](C)(O)[C@@H](C)O,molecule_203706
36113,C/C=C/COCCC,molecule_124920
36114,CCOC(C)(CN)OCC,molecule_106531
36115,CC1(C)CNC(=O)N[C@@H]1O,molecule_244178
36116,Cc1cc(C)cc(N)c1,molecule_4201
36117,O=C(O)[C@@H]1C[C@H](O)C=N1,molecule_249490
36118,CCN=C1CCCC1,molecule_122899
36119,N/N=C(/N)c1ccccc1,molecule_250403
36120,O=c1cnccn1O,molecule_285344
36121,C=C[C@](C)(O)OO,molecule_212759
36122,CC[C@]1(C)CC(=O)C=CO1,molecule_254934
36123,CC1(C)C(=O)CC[C@@H]1O,molecule_254100
36124,NC[C@@H]1CC=CC[C@@H]1N,molecule_203756
36125,CC(=O)O[C@H](C)C(C)(C)C,molecule_243334
36126,CCCN[C@@H](CO)CCC,molecule_223362
36127,CC[C@H](CCO)CCC=O,molecule_136237
36128,O=C(O)[C@@H]1C[C@H](CO)CN1,molecule_245234
36129,CNC(CN)CN,molecule_221040
36130,Cc1ccc(NC=O)o1,molecule_227882
36131,NCC(=O)N1CCCCC1,molecule_246075
36132,OC[C@@H]1CC[C@@H]2O[C@@H]2C1,molecule_243545
36133,COC(=O)C1=CCNCC1,molecule_153236
36134,CNC(=O)CNC(=O)CN,molecule_58877
36135,CNc1nccnn1,molecule_145803
36136,C=C(C)[C@H](O)C(C)C,molecule_248990
36137,CON(C)[C@H](O)C(C)C,molecule_54625
36138,CC(C)(C)C#N,molecule_13028
36139,C=CC/N=C/C(C)C,molecule_256349
36140,C#C/C=C/N(CC)CC,molecule_283681
36141,C[C@@H]1C(=O)CCN(C)[C@@H]1C,molecule_248707
36142,CCC(CC)N(C)N=O,molecule_190031
36143,CC(=O)C(C)(C)OO,molecule_44571
36144,CCn1nncc1C=O,molecule_236822
36145,CC=C=Cc1ccccc1,molecule_28106
36146,CCCC/C=C/CCCO,molecule_70837
36147,Cc1ccc(CNN)o1,molecule_226206
36148,Cc1cnc(N)c(C#N)c1,molecule_104660
36149,OCCC[C@@H]1CCCO1,molecule_243539
36150,N#CN(CO)C(=N)N,molecule_243086
36151,N=Cc1ccco1,molecule_245605
36152,CC(C)OC1OCCO1,molecule_159530
36153,CN(C)C[C@@H]1CCCN1,molecule_153356
36154,COc1cncc(C#N)c1,molecule_206793
36155,CONCC1CCOCC1,molecule_238096
36156,C1C[C@@H]2CN[C@@H]2C1,molecule_246951
36157,C=C(CC(C)C)C(C)=O,molecule_243978
36158,CCCn1nccc1N,molecule_35132
36159,COC(=O)C1=CC[C@@H]1O,molecule_207419
36160,Cc1cc2ccncc2o1,molecule_151135
36161,N[C@H](CO)c1ccco1,molecule_30389
36162,CCOc1nc(OC)co1,molecule_90613
36163,CCN(CC)c1cn[nH]c1,molecule_91595
36164,COCCCCC#N,molecule_152433
36165,C[C@]1(O)CCC(=O)N(O)C1,molecule_285731
36166,CC1(C)OC[C@H](O)O1,molecule_169929
36167,COC(=O)CCCC(C)=O,molecule_64885
36168,NC[C@]1(N)CCOC1,molecule_235001
36169,C[C@H]1CC[C@@H](C)N1CCO,molecule_246875
36170,C=C/C=C/C=C/C(=O)OC,molecule_253551
36171,C=C(C)[C@H](CC)C(C)C,molecule_194296
36172,NC(N)=NCCCC=O,molecule_65167
36173,CN(C)C/C=C/C(=O)O,molecule_177841
36174,CC1(C)C[C@H](O)CO1,molecule_250561
36175,CCN(/C=C/C=O)CC,molecule_247485
36176,C/C=C(\OCC)C(=O)O,molecule_182573
36177,CCNCC(=O)N(C)C,molecule_176650
36178,COC1(CN)CCCC1,molecule_207371
36179,N#CCc1ncc[nH]1,molecule_249604
36180,CCCC1(C(N)=O)CC1,molecule_89115
36181,O=Cc1coc(C=O)c1,molecule_246913
36182,C/C=C(/C#N)CC,molecule_170909
36183,C[C@H](N)CN(C)N,molecule_66289
36184,CC(C)C/C=N/O,molecule_283510
36185,C=NCCCCCC,molecule_154037
36186,C#C[C@H](C)N(C)C,molecule_284132
36187,CN(C1(O)CC1)C1(O)CC1,molecule_284982
36188,COC(=O)[C@H](N)CN(C)C,molecule_209639
36189,CC(C)N(C#N)C#N,molecule_101848
36190,CNCC(=O)NC(C)C,molecule_115536
36191,CN(C)C(=O)C1=NC1,molecule_209996
36192,C[C@]1(OO)CCCC(=O)N1,molecule_249734
36193,N#CCC1(O)CCCC1,molecule_247887
36194,COCc1ccc(C)n1C,molecule_161863
36195,O=C1CNc2ccccc21,molecule_243135
36196,O=C/C=C/C(=O)O,molecule_23407
36197,CO[C@H]1C(=O)N(C)[C@H]1C=O,molecule_205150
36198,CC/C=N/NC,molecule_76559
36199,C1CCC2=C(C1)CCCC2,molecule_243146
36200,Cc1cccc(O)c1O,molecule_283439
36201,Cc1cc2ncncc2[nH]1,molecule_174145
36202,CC(=O)OCC1OCCO1,molecule_146302
36203,COc1c(N)c(N)nn1C,molecule_202918
36204,CC(C)(O)c1ccco1,molecule_246630
36205,c1cncc(C2N=N2)c1,molecule_253709
36206,N#Cc1ccc(C#N)nn1,molecule_208291
36207,CO[C@H](C)CCCCCO,molecule_15750
36208,Cn1cnc(=O)c(N)c1N,molecule_243637
36209,C=CC[C@](C)(O)CO,molecule_102165
36210,CC1(C)C(CO)C1(C)C,molecule_244564
36211,COC(=O)C1=CC(=O)CC1,molecule_182383
36212,CC(=O)COCC(=O)O,molecule_230898
36213,N#CC12CCC(CC1)C2=O,molecule_194076
36214,CC(C)[C@@H]1C[C@@H]1N,molecule_218168
36215,N#Cc1cnc(N)cc1N,molecule_257144
36216,CCCc1ccco1,molecule_7650
36217,O=c1c(=O)c2ncccc12,molecule_257206
36218,COC(=O)C/N=C(\C)OC,molecule_144437
36219,N=CN=O,molecule_172980
36220,COC(=O)/C=C/CN,molecule_193224
36221,CC(C)[C@@H]1C[C@H](CO)O1,molecule_207760
36222,COCCCCC(=O)O,molecule_152591
36223,C=C(CNC)C(=O)OC,molecule_197174
36224,CCC(C)(C)C(C)(C)O,molecule_83879
36225,CCCC[C@@H]1CCNC1,molecule_219743
36226,C=CCNOC(C)=O,molecule_168089
36227,CC(=O)N/C(C)=C\C(N)=O,molecule_248402
36228,NC1=NC(=O)CC(=O)N1,molecule_350
36229,C=C(C)C(OC)OC,molecule_249614
36230,COC[C@H](C)C(=O)OC,molecule_37114
36231,CC(=O)[C@@H]1C=CC=NC1=O,molecule_140163
36232,C#CC(=C)c1ccccc1,molecule_284147
36233,CC(=O)OCCN=C=O,molecule_66544
36234,NCCC1C2CCC1CC2,molecule_255749
36235,C/C(N)=C(/C#N)C(=O)O,molecule_221202
36236,C#CCO/C=C/CO,molecule_286114
36237,Cc1nccc2n[nH]nc12,molecule_250244
36238,O=C(O)[C@@H]1C[C@H](O)CNN1,molecule_249764
36239,C=CCC1CCCC1,molecule_35141
36240,COC(=O)CN,molecule_11672
36241,CC(C)=C1CCC[C@H](C)C1,molecule_247732
36242,C[C@H](O)[C@](C)(O)C(N)=O,molecule_252002
36243,CNC(=O)CCNC(C)C,molecule_225622
36244,C#CC(=O)[C@H](C)CCC,molecule_286062
36245,CC(C)OCCC(=N)N,molecule_237551
36246,CC(=O)[C@@H]1CC=C[C@H](C)C1,molecule_253435
36247,Cc1cccc(CNN)c1,molecule_115358
36248,O=C1C=COCC1,molecule_165904
36249,C[C@]1(O)NC(=O)CC[C@@H]1O,molecule_249735
36250,CO[C@@H]1N=CNC1(C)C,molecule_183738
36251,Nn1cnc2cncnc21,molecule_246597
36252,CCC[C@H](C)C(C)C,molecule_243270
36253,C[C@@H]1CO[C@H](CCC=O)O1,molecule_251682
36254,C=CCNN=C(C)C,molecule_248812
36255,CC(=O)N1CC[C@@H]1C,molecule_252578
36256,Nc1nccn1CCO,molecule_228611
36257,C=CC(O)(CC)CC,molecule_243788
36258,Cn1cncc1C#N,molecule_146240
36259,C/C=C(\C)CNC=O,molecule_252564
36260,C=C/C=C\C(=O)CCC,molecule_255669
36261,O=NN(O)C1CCCCC1,molecule_283903
36262,CC(=O)Oc1ccncn1,molecule_177239
36263,C=Cn1cc(CO)cn1,molecule_222742
36264,CC(C)OCC(C)(C)O,molecule_35473
36265,CC1(C)C[C@H](O)CCO1,molecule_249901
36266,C/C(CCC(C)C)=N/O,molecule_283506
36267,C[C@@H]1CC(=O)O[C@@H]1C,molecule_246882
36268,C=CC1(C)CC1,molecule_248413
36269,CCC(=O)OCCC(C)=O,molecule_210776
36270,C=C=C1COC(C)(C)OC1,molecule_257017
36271,O=C1CC[C@](O)(C(=O)O)O1,molecule_253550
36272,O=C1CC2(CN1)OCCO2,molecule_250220
36273,O=C(O)[C@]1(O)CCCN1,molecule_243342
36274,C=C(C)C(=O)C(=O)O,molecule_192803
36275,CCCc1ccc(=O)[nH]c1,molecule_155441
36276,CCc1cc(C#N)c[nH]1,molecule_218915
36277,C=COCCNO,molecule_286287
36278,COCCC1=C(O)CCC1,molecule_284885
36279,CC(C)(C)[C@H](N)O,molecule_252048
36280,CCNC(=O)[C@@H]1CCCN1,molecule_128790
36281,CON=C(C)C,molecule_34196
36282,CNC(=O)C[C@H](C)CCN,molecule_180755
36283,CCn1nccc1CCO,molecule_234828
36284,C[C@H](C#N)[C@H](O)CC#N,molecule_170777
36285,CCOC(=O)C/C=C/CO,molecule_194314
36286,Cc1cccc(CNN)n1,molecule_222249
36287,CCc1cc(O)cnc1C,molecule_286252
36288,CC1(C)CO[C@@H]1C=O,molecule_227729
36289,C=C=C[C@@H]1CCC[C@@H]1C,molecule_121095
36290,CC1(CC#N)OCCO1,molecule_256372
36291,CN(C)C1(CO)COC1,molecule_198556
36292,CC(C)C(=O)C(C)(C)N,molecule_217423
36293,NC/C=C\[C@H](N)C(=O)O,molecule_214125
36294,C=C(C)CC(C)(C)CC,molecule_252662
36295,O/N=C/[C@@H]1CC=CCC1,molecule_285053
36296,CC(=O)/C=C/C(=O)O,molecule_31028
36297,C=CC[C@H](C=C)OCC,molecule_253345
36298,c1ncc2c(n1)CNCN2,molecule_247683
36299,CC(C)CCCCC=O,molecule_52931
36300,C[C@@H]1CO[C@](C)(CC#N)O1,molecule_256473
36301,N[C@H](CC1CCC1)C(=O)O,molecule_245576
36302,C=CCN1CCN(C)CC1,molecule_255803
36303,CC(C)=CCC(=O)O,molecule_8766
36304,C[C@@H]1COC(=O)[C@@H]1C,molecule_256740
36305,CC[C@@H]1CC(C)=CCO1,molecule_255237
36306,CC(=O)Nc1cn(C)cn1,molecule_247582
36307,Cc1nccn1CCCN,molecule_244514
36308,CC[C@H](O)CCCC(=O)O,molecule_247710
36309,CC[C@H](C)OC(=O)[C@H](C)O,molecule_74354
36310,Oc1ccc2c(c1)CC2,molecule_283836
36311,O[C@@H]1CCCC[C@@H]2O[C@@H]2C1,molecule_244818
36312,CC=C=CC1CC1,molecule_134889
36313,C#Cc1cnn(C)c1CO,molecule_285631
36314,Cc1cc(CC#N)n(C)n1,molecule_226119
36315,CN(C)/C=N/c1ncc[nH]1,molecule_198420
36316,CCC(=O)C1=CCCCC1,molecule_24231
36317,CCOC(=O)[C@](C)(N)CO,molecule_162865
36318,C[C@H](C=O)c1cnccn1,molecule_201962
36319,CC[C@@H]1O[C@@H]1CC(=O)OC,molecule_252671
36320,OCCC(O)(CO)CCO,molecule_254633
36321,C/C=C/CC=O,molecule_47759
36322,COC(=O)C(=O)OC(C)C,molecule_89158
36323,C=CCOC(=O)C(=C)C#N,molecule_247057
36324,C[C@H](N)c1ncccn1,molecule_224779
36325,C=C1CCCCCC[C@@H]1O,molecule_253732
36326,CN(C)C(=O)O,molecule_1374
36327,CC[C@H](C)OC(=O)CO,molecule_103557
36328,CN1C[C@H]2C[C@H]2[C@H]1C(N)=O,molecule_155607
36329,CCOC=C1CCOCC1,molecule_186750
36330,Cc1cccc(C)c1N,molecule_1528
36331,NCC(=O)NC1CC1,molecule_5151
36332,C1CC[C@@H]2CNCC[C@@H]2C1,molecule_244708
36333,COc1ncccn1,molecule_17720
36334,CCC(CC)(CN)CO,molecule_107009
36335,CN1C=CN(CCO)C1,molecule_135969
36336,O=C1CC=NC=N1,molecule_33505
36337,N=C(N)Cc1ccccn1,molecule_252710
36338,CC(C)COCCCO,molecule_55922
36339,COc1ccncc1OC,molecule_182815
36340,C[C@@H]1CCc2ccccc21,molecule_243550
36341,CC1=C/C(=C/N=O)NC=C1,molecule_253761
36342,CCCOC(=O)C=O,molecule_17151
36343,C[C@H](O)/C=C/[C@H](O)C=O,molecule_255133
36344,c1cnc2cocc2c1,molecule_242887
36345,OC[C@H]1OC=C[C@@H]1O,molecule_245392
36346,CC(C)CCn1cccn1,molecule_218867
36347,COc1c(C)c(=O)c1=O,molecule_93373
36348,c1nc2n(n1)CCC2,molecule_242407
36349,CC(C)[C@](C)(N)CO,molecule_247754
36350,CC#Cc1ccccc1O,molecule_285340
36351,CC(C)C=C=O,molecule_151120
36352,C1=NC2=CN=NC2=N1,molecule_242815
36353,C1=CCCCC=1,molecule_278006
36354,O=c1[nH]cc2ccccn12,molecule_255569
36355,CC(=O)CC(C)(C)C#N,molecule_97589
36356,CC[C@H](C)CCCCO,molecule_56321
36357,COCCN=C=O,molecule_110250
36358,C=C(C#N)CN(C)C,molecule_250141
36359,CC(C)(CCN)C(=O)O,molecule_191972
36360,c1ncc2c(n1)NCC2,molecule_246198
36361,N#CCCCc1cc[nH]c1,molecule_16757
36362,NC1(CO)CCCCC1,molecule_39707
36363,CC(=O)[C@@H]1NC[C@H](C)[C@@H]1C,molecule_254766
36364,CC1=NN(C=O)CC1,molecule_244160
36365,COC(=O)/C(C)=C/C#N,molecule_146786
36366,C[C@H](NNC(N)=O)C(=O)O,molecule_253553
36367,C#CCNCCC#N,molecule_284672
36368,Cc1cccc(C=O)c1C,molecule_49253
36369,O=c1cc(C2CC2)[nH]cn1,molecule_246912
36370,COC(=O)[C@@H]1C=CCC1,molecule_277688
36371,N[C@H](O)C1CC1,molecule_181965
36372,N#C[C@@H]1CCCC/C1=N\O,molecule_284764
36373,CC1(C)CC(C)(C)N1C=O,molecule_252512
36374,CC(C)C(C)(C)C,molecule_277159
36375,C=C/C=C/CC(C)=O,molecule_175338
36376,Cc1ccc(CO)c(O)c1,molecule_284080
36377,CO/C=C/CCO,molecule_148885
36378,CCO[C@@H]1CCOCOC1,molecule_251525
36379,C[C@H]1C[C@H]2CC[C@H](N)[C@@H]12,molecule_177919
36380,C1CC12CO2,molecule_6097
36381,C=C/C=C/CCCC(=O)O,molecule_156986
36382,CC[C@H](CO)NC=O,molecule_169072
36383,C[C@@H]1CC[C@H](C=O)O1,molecule_251565
36384,COC(=O)C1=C(N)OCC1,molecule_160493
36385,COC(C)(C)C(C)(C)OC,molecule_50677
36386,CCOC(=N)CCOC,molecule_249215
36387,CC(C)C(C)(N)N,molecule_242523
36388,CCOC(=O)[C@@H]1N=C1CC,molecule_254930
36389,CC(C)(C)N1CCCC1,molecule_248056
36390,C[C@H](O)[C@H](N)C#N,molecule_208131
36391,C=C(C)CC(N)=O,molecule_75417
36392,OCCO[C@@H]1CCNC1,molecule_237116
36393,CC(=O)O[C@H](C)C(C)=O,molecule_245835
36394,CC1=C(C)C(=O)[C@H](C)CC1,molecule_249058
36395,COC1=NCCN(C)C1,molecule_200189
36396,C=C1NC(=O)CNC1=O,molecule_255430
36397,C=C[C@@H]1O[C@H](O)C=CC1=O,molecule_213541
36398,C=CCOC(=O)N(C)C,molecule_257000
36399,CCc1c(N)[nH]cnc1=O,molecule_180858
36400,C=C1C(C)(C)N=NC1(C)C,molecule_253538
36401,N#CCCCCCN=C=O,molecule_115198
36402,C=C1C(=C)C(C)(C)C1(C)C,molecule_254102
36403,C#CCC1(O)CCCC1,molecule_284325
36404,C=CCc1ccc[nH]1,molecule_249102
36405,COCCCN=C=O,molecule_55435
36406,CC[C@@H]1OCCC[C@@H]1O,molecule_195400
36407,CC(C)N(C)C[C@@H](C)N,molecule_237353
36408,C#CCN1CCNCC1,molecule_284877
36409,OC[C@]12CCC[C@H](OC1)O2,molecule_249325
36410,NC1=NC(=O)[C@H](N)C(N)=N1,molecule_243832
36411,C[C@@H]1CCCCN1C=O,molecule_244656
36412,CC(=O)N1CCC(=O)N1,molecule_251010
36413,CC(C)NC(=O)C(C)(C)N,molecule_203867
36414,C[C@H](C(=O)O)n1cccc1,molecule_141958
36415,C=C(CC)CC(C)C,molecule_34488
36416,CCCCC[C@@H](C)N=C=O,molecule_216289
36417,CCON1C(=O)CCC1=O,molecule_223137
36418,COC(=O)NCCC#N,molecule_163591
36419,CC/C=C/CCOC(C)=O,molecule_244267
36420,CCCC[C@@H]1C[C@@H]1C(=O)O,molecule_247638
36421,CC(C)C=C1CCCCC1,molecule_250335
36422,CCN1CCNCCC1=O,molecule_199261
36423,C[C@H](O)Oc1ccccc1,molecule_242709
36424,CC(=O)C[C@H](C)CC(=O)O,molecule_254072
36425,CCCCCCOCC,molecule_49101
36426,CC(=O)c1ccnc(N)c1,molecule_252215
36427,Cc1conc1C(N)=O,molecule_251659
36428,CCOC(=O)CCNN,molecule_174901
36429,NC(=O)CC1(N)CCC1,molecule_236617
36430,CC1=COC(=O)C1(C)C,molecule_256400
36431,C=CC(O)(C=C)C(C)C,molecule_251226
36432,C[C@@H]1OC(=O)CC(C)(C)O1,molecule_250466
36433,COC(C)(C)O[C@@H](C)C=O,molecule_193662
36434,CNCC1CCC(N)CC1,molecule_230301
36435,C[C@@H]1Cc2ccccc2N1,molecule_246819
36436,CO[C@@H]1CCCC(=O)O1,molecule_253534
36437,CCC1=NCCCN1,molecule_253296
36438,O=C(O)/C=C/C1CCC1,molecule_40838
36439,O=C1COC2=C1CCCC2,molecule_252906
36440,C=NC(N)=O,molecule_101795
36441,NC(=O)N1C(=O)CCC1=O,molecule_246172
36442,C=C[C@]1(O)CCCCC1=O,molecule_250212
36443,N/C=C1/C=COC1=O,molecule_253422
36444,Cc1cc(C)n(CC=O)n1,molecule_222480
36445,CNC(=O)COCC(=O)O,molecule_141408
36446,CCCO[C@H](C)NC(C)=O,molecule_197463
36447,CN(C)CCC(N)=O,molecule_78360
36448,C=CC(=O)NC[C@H](C)O,molecule_178294
36449,C=C=CCC=C,molecule_245139
36450,CCCCO[C@@H]1CO1,molecule_252399
36451,CC[C@@H](C)O,molecule_277455
36452,CC(C)COC(C)(C)C,molecule_97311
36453,NN=C1CCC1,molecule_173004
36454,C[C@@H]1CO[C@H](CO)O1,molecule_183961
36455,COC(C=O)OC,molecule_47050
36456,CC(=O)CCC/C=C/C#N,molecule_249826
36457,Cc1ccc(NN=O)cc1,molecule_171362
36458,C=CC(=O)CCCC(C)=O,molecule_115191
36459,CC[C@H](C)C(=O)NN,molecule_152623
36460,CC(C)(O)CC1C=CC=C1,molecule_253505
36461,O/N=C1/CCCC[C@@H]1NO,molecule_284167
36462,CCN(CC)CN1CC1,molecule_22758
36463,Cc1cnc2n1CCNC2,molecule_188850
36464,COn1cnn2nccc12,molecule_221432
36465,C=C[C@H](O)CC(C)(C)C=C,molecule_256519
36466,CO[C@](C)(OO)C(C)=O,molecule_177258
36467,CC(C)=C(C)C(C)(C)O,molecule_256700
36468,CCNC(=O)CCCO,molecule_109930
36469,CC[C@@H]1CC[C@@H]2O[C@@H]2C1,molecule_245429
36470,C[C@@H]1O[C@H](C)N(C)N1C,molecule_256794
36471,COC(=O)N1CC(N)C1,molecule_205283
36472,Cc1cccc(CCO)c1,molecule_25663
36473,OCC[C@@H]1CC=CCC1,molecule_248671
36474,C=Cn1cccc1O,molecule_285888
36475,N[C@]1(C(=O)O)CCNC1,molecule_251876
36476,CCC[C@H](C)C(C)=O,molecule_29296
36477,CN(C)C[C@@H]1CCOCO1,molecule_257502
36478,C#CCOC[C@H](O)COC,molecule_284249
36479,CC[C@H](C(C)=O)C(N)=O,molecule_204374
36480,N[C@@H]1CCC(=O)N1,molecule_257207
36481,C=C(C)CC/C(C)=C/C=O,molecule_125809
36482,C=Cc1cccc(CN)c1,molecule_257136
